"site","year","sample_id","known_nest","nest_id","species","lat","long"
"Vacation","2021",1,"no","","Great Egret",25.9154938642417,-80.6310160691658
"Vacation","2021",2,"no","","Great Egret",25.9142533765922,-80.6307533734641
"Vacation","2021",3,"no","","Great Egret",25.9149081258385,-80.6307205089879
"Vacation","2021",4,"yes","11113","Great Egret",25.913813269408,-80.6305489539433
"Vacation","2021",5,"no","","Great Egret",25.9151118537292,-80.63117506554
"Vacation","2021",6,"no","","Great Egret",25.9157096349445,-80.6307619601637
"Vacation","2021",7,"yes","11124","Great Egret",25.9153604190401,-80.630435638922
"Vacation","2021",8,"no","","White Ibis",25.9158981182561,-80.6305194588329
"Vacation","2021",9,"no","","Great Blue Heron",25.9137578987096,-80.6308341832676
"Vacation","2021",10,"no","","Great Egret",25.9151556363482,-80.6309151529422
"Vacation","2021",11,"yes","11081","Great Egret",25.9143572442189,-80.630701309187
"Vacation","2021",12,"yes","11089","Great Egret",25.9152489357675,-80.6304689227608
"Vacation","2021",13,"no","","White Ibis",25.915777437505,-80.6306763779888
"Vacation","2021",14,"yes","11090","Great Egret",25.9151961348193,-80.6305518639719
"Vacation","2021",15,"yes","11093","Great Egret",25.9149102995384,-80.6305812003844
"Vacation","2021",16,"yes","11096","Great Egret",25.914533964881,-80.6305400828435
"Vacation","2021",17,"yes","11085","Great Egret",25.9157429455061,-80.6304886170774
"Vacation","2021",18,"no","","Great Egret",25.9157845428662,-80.630526954355
"Vacation","2021",19,"yes","11106","Great Egret",25.9141029461742,-80.6305329296426
"Vacation","2021",20,"no","","Snowy Egret",25.913691650807,-80.6308453380781
"Vacation","2021",21,"yes","11104","Great Blue Heron",25.9141918416547,-80.6305504081937
"Vacation","2021",22,"no","","Great Egret",25.9158404965825,-80.6306260314683
"Vacation","2021",23,"yes","11122","Great Egret",25.9152666693507,-80.6303500921881
"Vacation","2021",24,"yes","11080","Great Blue Heron",25.9149234044245,-80.6306840653477
"Vacation","2021",25,"no","","White Ibis",25.9153558622864,-80.6309153177562
"Vacation","2021",26,"no","","Great Egret",25.9149741597216,-80.6310795544626
"Vacation","2021",27,"yes","11075","Wood Stork",25.9135942719885,-80.6308849504854
"Vacation","2021",28,"yes","11091","Great Egret",25.9152396078249,-80.6305081339195
"Vacation","2021",29,"no","","White Ibis",25.9152781172955,-80.6308625252774
"Vacation","2021",30,"no","","Snowy Egret",25.9156610213774,-80.6308075695202
"Vacation","2021",31,"no","","Roseate Spoonbill",25.91374555529,-80.6307931013041
"Vacation","2021",32,"yes","11107","Great Egret",25.914078945061,-80.6304751422664
"Vacation","2021",33,"no","","Great Blue Heron",25.9150563481782,-80.6306687005389
"Vacation","2021",34,"yes","11097","Great Egret",25.9143979995369,-80.6304666779021
"Vacation","2021",35,"yes","11086","White Ibis",25.9157409354994,-80.6304857403966
"Vacation","2021",36,"yes","11105","Great Egret",25.9141045044454,-80.630548499553
"Vacation","2021",37,"yes","11108","Great Egret",25.9140628633601,-80.6305070634501
"Vacation","2021",38,"no","","Great Blue Heron",25.9135941911778,-80.6308853353865
"Vacation","2021",39,"yes","11098","Great Egret",25.9143701350423,-80.6304977171767
"Vacation","2021",40,"yes","11087","White Ibis",25.915736631615,-80.6305162586909
"Vacation","2021",41,"no","","Great Egret",25.9157188524955,-80.63085907656
"Vacation","2021",42,"yes","11115","Great Egret",25.9138703960926,-80.6305822683802
"Vacation","2021",43,"yes","11114","Great Egret",25.9138160478732,-80.6305477579368
"Vacation","2021",44,"no","","White Ibis",25.9153660979925,-80.6308787007278
"Vacation","2021",45,"yes","11088","Great Blue Heron",25.9154958466372,-80.6304626646544
"Vacation","2021",46,"no","","Snowy Egret",25.9137423780519,-80.6308921550763
"Vacation","2021",47,"yes","11072","Great Blue Heron",25.9144166095654,-80.6310152210453
"Vacation","2021",48,"no","","Great Egret",25.9147632503226,-80.6311199080196
"Vacation","2021",49,"no","","White Ibis",25.9158848956688,-80.6305236814692
"Vacation","2021",50,"no","","White Ibis",25.9135102839878,-80.6308361140041
